perno,sex,latitude,long,value,valueLog,goneAway,marketing,moveFreq,moveDur,premsFreq,premsMean,premsMax,premsMin,premsMedian,premsDur,traceability
56,0,,,31741.932868969125,10.365393889169203,1,0,1,6570,216,102.7,271.96,4.3,95.1,30,0.0
57,2,54.8357,-1.60605,29936.19105779023,10.30682343070189,0,0,1,6570,216,94.2,307.51,11.86,76.57,30,0.8835632401563016
58,2,,,31804.97472284939,10.3673779943586,0,1,2,931,216,99.88,291.01,5.3,88.82,30,0.8235783280625917
59,2,51.3833,-0.060975,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
60,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7518000863620509
61,2,,,710.0,6.565264970035361,1,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
62,0,,,30448.129609009877,10.323779846259985,0,1,1,6570,10,2164.43,3357.69,1062.69,2090.64,498,0.7945080255548134
63,0,53.3931,-1.5452,268114.8472416344,12.499170702182026,0,1,3,1898,96,2026.23,4657.05,300.57,1927.73,67,0.0
64,1,,,710.0,6.565264970035361,0,1,2,1614,1,250.0,250.0,250.0,250.0,6570,0.6822955855490112
65,1,51.9968,-0.718,30836.76127203892,10.33646280504322,0,1,1,6570,216,98.41,306.41,4.6,82.2,30,0.6173817590619578
66,0,,,212547.8912444269,12.266922612516487,0,0,1,6570,81,1957.77,3847.57,77.81,1985.33,81,0.5812474939303862
67,1,,,261395.17793119905,12.473788632914118,0,0,1,6570,86,2209.98,4270.0,261.39,2150.45,75,0.825143934473931
68,2,,,237257.61102467615,12.376901796145924,0,0,2,793,84,2118.44,4381.12,511.55,2017.35,76,0.6741990915215939
69,2,,,271619.7121347596,12.512158249848794,1,0,1,6570,96,2122.29,5126.38,236.26,2030.52,68,0.6167381883047648
70,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
71,1,,,118889.35384179288,11.68594853991304,0,0,1,6570,41,2150.4,4523.92,665.38,2098.31,151,0.0
72,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8916283964469247
73,1,53.4106,-2.9779,32375.137603817235,10.385146049303764,0,1,1,6570,216,101.94,348.18,7.86,89.24,30,0.5942979935443342
74,0,51.8168,-0.3571,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
75,0,,,32758.53539914796,10.396918829981903,0,1,1,6570,216,104.43,364.82,6.55,87.44,30,0.6683548221597357
76,2,,,31095.046073627444,10.344803795242228,0,1,1,6570,216,99.85,318.85,2.57,84.11,30,0.8832764640487425
77,2,56.2164,-2.835777777777777,28998.6271978542,10.275003769843105,0,0,1,6570,216,93.07,273.58,3.16,79.14,30,0.6841549520026943
78,1,51.4836,-0.3946,122406.04763543456,11.71509905662602,0,0,1,6570,46,1881.71,4589.06,8.73,1902.2,141,0.0
79,0,,,264116.58111218,12.484145879775916,0,0,1,6570,99,2009.01,3982.13,185.17,2066.84,62,0.7630906264068438
80,2,,,215351.3563190153,12.280026188670064,1,0,1,6570,78,2012.1,4238.65,70.47,1996.11,81,0.0
81,1,,,32748.82424403537,10.396622339473458,0,0,1,6570,216,104.77,323.02,1.32,94.59,30,0.0
82,2,,,30919.705108687045,10.33914896542066,0,0,1,6570,216,98.6,466.25,10.45,86.45,30,0.0
83,1,53.5635,-2.378,710.0,6.565264970035361,0,1,2,2566,1,250.0,250.0,250.0,250.0,6570,0.0
84,0,53.3972,-2.897,33045.8767565665,10.40565207975311,0,1,1,6570,216,105.64,308.99,11.31,91.5,30,0.0
85,2,56.6475,-3.682207142857143,6744.205290681364,8.816438939710881,0,0,1,6570,2,2347.22,3350.58,1343.87,2347.22,4761,0.6573073627237929
86,2,53.4106,-2.9779,29691.588770506627,10.298619078300042,0,0,1,6570,216,95.04,307.09,0.57,79.26,30,0.7480533095443502
87,2,,,710.0,6.565264970035361,0,1,2,4652,1,1947.64,1947.64,1947.64,1947.64,6570,0.0
88,1,,,32004.87894562724,10.373643637210796,1,1,1,6570,216,101.91,307.25,12.04,91.0,30,0.6686239654876004
89,0,,,37433.85380024269,10.53033075579728,0,1,1,6570,14,2022.06,3638.79,214.62,2024.16,342,0.0
90,0,,,36005.29504468055,10.491421291196831,0,0,1,6570,12,2431.47,3755.7,673.04,2429.0,541,0.7904264571937019
91,2,51.4927,-0.258,3699.678568563698,8.216001221497445,0,1,1,6570,2,2204.27,2271.91,2136.64,2204.27,1596,0.0
92,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7254460099146994
93,2,,,31520.139372267087,10.35838196567102,0,0,1,6570,216,100.81,320.21,11.72,87.64,30,0.0
94,2,55.889,-4.1521,32228.570547294526,10.380608622206143,0,0,1,6570,216,103.19,320.92,11.12,93.13,30,0.0
95,1,50.5731,-4.19130909090909,122527.728521546,11.716092638630355,0,1,2,1392,50,1902.75,4543.31,139.42,1864.96,129,0.0
96,1,,,103381.86309317508,11.546184820382717,0,0,2,4284,41,1922.1,4311.28,137.69,1802.33,155,0.0
97,0,53.195,-2.5334,52769.33841850784,10.873685589245282,0,1,2,4508,20,2071.22,3479.06,438.66,2234.44,308,0.6304291820520691
98,1,,,87290.83890346756,11.377000798216695,0,1,1,6570,31,2106.09,4138.18,80.47,2272.05,211,0.5140666266912517
99,0,51.5156,-0.1886454545454545,31214.621343223065,10.34864189681913,0,0,1,6570,216,98.71,373.5,2.72,82.75,30,0.6350964609898007
100,2,,,35275.40995518829,10.470941398345568,0,1,1,6570,216,110.31,278.81,2.55,96.5,30,0.7303950930941482
101,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
102,1,52.0338,-0.8028,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
103,1,,,95453.01433680853,11.466389408925636,0,1,3,1238,31,2222.76,4332.63,290.93,2501.87,206,0.5025389487895052
104,0,52.4783,-1.8506,37915.74772579665,10.54312181204823,0,0,1,6570,13,2393.35,4344.74,839.3,2003.13,469,0.0
105,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
106,2,,,31889.57186947952,10.370034334685998,1,1,1,6570,216,101.61,288.41,1.45,89.15,30,0.6862461108725141
107,2,,,32128.273087777685,10.377491703008356,0,0,1,6570,216,102.17,306.71,13.27,91.42,30,0.0
108,0,53.355,-1.4907,136152.92848993413,11.821534007161324,0,1,1,6570,53,1985.68,3965.93,119.63,2083.54,121,0.0
109,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
110,0,,,32148.66453274931,10.3781261901638,0,1,1,6570,216,101.95,315.13,8.09,94.46,30,0.6150077968538913
111,1,,,710.0,6.565264970035361,1,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
112,1,,,103070.86403438436,11.54317203098187,1,1,2,1882,39,2040.88,3855.26,184.36,2004.77,156,0.0
113,2,,,31127.95921314442,10.345861704368762,0,0,1,6570,216,99.9,296.12,10.77,86.22,30,0.0
114,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7552984611081381
115,1,,,206895.65055606075,12.239969841550662,0,0,2,75,75,2066.76,3925.45,103.33,2029.28,86,0.7690821301664887
116,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8014700619866579
117,2,60.1545,-1.2131857142857143,56051.05119521222,10.934018182922339,0,0,1,6570,22,1956.91,5521.87,782.16,1660.09,272,0.0
118,2,,,31468.641744966477,10.356746828814547,0,0,1,6570,216,101.11,376.62,4.08,91.02,30,0.7811196486931056
119,0,53.383,-1.4659,88381.79357080405,11.389421272332672,0,1,2,2806,38,1911.34,3107.12,376.57,1860.82,171,0.0
120,0,,,710.0,6.565264970035361,0,0,2,1405,1,250.0,250.0,250.0,250.0,6570,0.6325254877694266
121,1,,,710.0,6.565264970035361,0,1,3,1968,1,250.0,250.0,250.0,250.0,6570,0.0
122,2,,,710.0,6.565264970035361,0,1,2,4911,1,250.0,250.0,250.0,250.0,6570,0.8468213548492367
123,0,,,183557.8975204461,12.120285414534075,1,1,1,6570,63,2147.46,5079.09,3.17,2230.43,99,0.0
124,1,,,32937.29920122421,10.402361008907617,0,1,1,6570,216,104.62,423.87,4.71,92.73,30,0.6041235536445372
125,0,51.5103,-0.2657166666666666,29104.97175631082,10.27866428929859,0,0,1,6570,216,92.42,329.79,2.54,86.88,30,0.0
126,0,,,710.0,6.565264970035361,0,0,3,1199,1,250.0,250.0,250.0,250.0,6570,0.6763881120216677
127,2,,,266253.7745506082,12.492205172621183,0,1,1,6570,95,1969.12,5020.73,148.91,2002.07,68,0.5759648534658283
128,1,51.4822,-0.0986428571428571,62968.81058484531,11.050394812704194,0,0,1,6570,23,2089.26,3366.3,116.96,2299.13,284,0.6216135461615218
129,1,,,31240.638397173305,10.349475038993651,0,0,2,1506,216,99.51,358.23,3.55,82.65,30,0.0
130,2,,,200209.25328588512,12.207118365004353,0,0,1,6570,77,2000.23,4503.41,64.78,1986.66,85,0.6116864348651296
131,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
132,2,54.95,-2.7071083333333337,30209.320036902125,10.315905766245987,0,1,2,1048,216,96.33,302.68,10.09,82.58,30,0.8654501224383022
133,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.5578924721069667
134,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7887446113344698
135,0,,,29943.435210913027,10.307065387895332,0,0,1,6570,216,95.16,305.84,13.68,84.8,30,0.6410477379864652
136,0,,,30189.284455646088,10.315242321050214,0,0,1,6570,216,95.49,253.08,6.64,82.07,30,0.0
137,1,53.1833,-1.4471733333333332,30733.27834723718,10.333101331739526,0,0,2,2622,216,98.44,307.07,16.74,85.36,30,0.0
138,1,52.2925,-0.9473697674418604,18596.38556512108,9.830722516361993,0,0,1,6570,11,1590.34,3340.32,75.08,1254.94,533,0.5047511496175336
139,1,,,119021.017818073,11.687055376818074,0,0,2,802,42,2277.04,4401.36,351.12,2251.17,147,0.7286489242123242
140,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8547134424412577
141,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
142,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8922015851644001
143,0,,,207121.31296528684,12.241059953557928,0,0,2,4059,69,2216.5,4149.58,225.77,2156.21,95,0.5395076351370683
144,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7493474084297416
145,1,,,32965.343154143855,10.40321208114418,1,0,1,6570,216,103.99,330.98,7.94,89.01,30,0.7407408211705515
146,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.572440201996661
147,1,,,185564.2749164333,12.1311565965203,0,0,1,6570,68,2075.55,4173.96,355.78,1952.16,97,0.7547570705077169
148,2,53.4042,-1.431,31063.29119815053,10.343782053682423,0,0,1,6570,11,2174.81,3952.99,1271.3,1785.52,566,0.8629499889567027
149,1,,,32305.935649643725,10.38300625857064,0,0,1,6570,216,102.42,365.29,2.91,92.19,30,0.8946319869543313
150,0,55.8805,-4.3509,12527.396231099174,9.435673223510742,0,0,1,6570,5,1930.53,2962.05,242.97,2118.13,820,0.8520600417760054
151,0,52.5667,-1.8167,236163.39403157053,12.372279192037121,0,0,1,6570,86,2006.92,4295.32,300.21,1965.07,74,0.6590715876930604
152,0,52.0801,-3.3634192307692308,176585.54912405284,12.081560735514257,0,1,1,6570,64,2045.81,4510.58,190.17,2048.26,101,0.8636124010597654
153,0,,,31667.225617023807,10.3630375328227,0,1,3,2291,216,100.88,250.8,1.32,96.2,30,0.5420871425367568
154,1,53.4355,-2.8658,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
155,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6054987511062111
156,0,,,165240.25921447482,12.01515581022452,0,0,1,6570,66,1870.27,3785.36,100.0,1813.3,97,0.7461592315325748
157,2,,,32442.24376288292,10.387216672387481,0,1,1,6570,216,103.76,401.21,4.36,90.87,30,0.0
158,0,58.2871,-3.3815000000000004,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
159,0,,,75340.24646954612,11.229769752670812,1,0,1,6570,30,1818.77,4756.64,114.21,1848.48,213,0.0
160,2,,,33349.38205634719,10.414794522127043,0,0,2,740,216,106.48,414.24,9.97,92.06,30,0.595984299545837
161,0,,,30990.586384261893,10.341438772327914,0,0,1,6570,216,98.36,296.54,3.57,81.54,30,0.0
162,0,,,32225.008036748983,10.380498077202205,0,0,1,6570,216,102.07,302.46,6.31,90.94,30,0.6009795775217348
163,2,,,28705.76306418501,10.264853185219502,1,0,1,6570,216,91.99,310.07,18.06,77.65,30,0.5681587323280133
164,0,51.4776,-0.0261,120476.86788193505,11.699213045699901,0,0,1,6570,45,1901.3,5177.33,4.95,1827.09,144,0.664876807237136
165,0,54.15,-4.4833,184573.08580732,12.125800793061291,0,1,1,6570,69,2043.61,3912.45,135.85,1971.65,91,0.7284261403805347
166,2,,,76561.909124001,11.245854962127334,0,1,1,6570,37,1728.74,3381.96,31.85,1734.56,163,0.7283615722067767
167,1,,,31453.06687572328,10.356251773295467,0,1,1,6570,216,99.86,310.18,6.95,92.71,30,0.0
168,1,,,28933.010698124,10.272738460931661,0,1,1,6570,216,92.64,301.76,6.24,81.13,30,0.0
169,1,,,32450.642262737856,10.38747551431658,0,0,1,6570,216,102.2,306.03,5.46,88.72,30,0.841462200514947
170,0,54.3253,-2.74938,135145.56429663152,11.814107730571324,1,1,1,6570,55,1842.57,3748.36,210.38,1904.43,119,0.5286332766806469
171,0,53.4581,-1.4974,30933.81431524703,10.339605178969578,0,1,1,6570,216,97.53,299.0,10.09,83.64,30,0.5290226226302703
172,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7268549392039687
173,2,,,42538.34559830742,10.658161197502144,0,0,1,6570,15,2073.13,3597.0,845.23,2030.34,439,0.0
174,0,,,30399.569047718407,10.322183711231938,0,1,1,6570,12,2017.84,2762.37,1059.43,2250.72,450,0.6679967363985858
175,2,53.383,-1.4659,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6332046268987535
176,0,53.1154,-2.169114285714286,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8543217544867394
177,2,55.6386,-2.66748,29395.655734563577,10.288602178278088,0,0,1,6570,216,94.03,345.55,9.64,88.6,30,0.0
178,0,,,710.0,6.565264970035361,1,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6551150850787439
179,2,,,32721.011056660765,10.395772690503973,0,1,1,6570,216,103.81,288.51,11.74,90.54,30,0.0
180,0,53.4106,-2.9779,53861.45816559045,10.89417043925553,0,0,1,6570,16,2508.74,4659.91,63.6,2349.71,404,0.0
181,1,55.4718,-4.6124,166888.1988452155,12.025079399212409,0,0,1,6570,65,1929.49,4280.94,110.96,1866.08,100,0.6938659427382117
182,1,,,67816.70051830601,11.124563763925613,1,1,1,6570,25,2049.52,4324.94,227.35,1872.24,249,0.5530722260275764
183,2,51.6167,-1.732504761904762,38240.17766777854,10.55164201327846,0,1,1,6570,15,1996.96,4762.78,214.81,1872.75,426,0.8147834244811776
184,1,,,137027.13289054632,11.82793423549685,0,1,1,6570,47,2128.58,4435.02,211.23,1947.55,140,0.6406733055700431
185,0,,,30224.149129313915,10.316396523864702,0,0,1,6570,216,98.2,345.63,8.35,82.92,30,0.6086306516737598
186,2,,,32153.28434712716,10.378269881434944,0,1,1,6570,216,101.84,286.2,12.62,92.0,30,0.0
187,2,,,31377.87802147693,10.353858401995357,0,0,1,6570,216,99.6,276.64,7.95,91.42,30,0.6208741561043861
188,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
189,1,,,710.0,6.565264970035361,0,1,3,1595,1,250.0,250.0,250.0,250.0,6570,0.0
190,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
191,2,,,130532.3115542683,11.779376073214529,0,0,1,6570,56,1807.96,4298.74,17.74,1776.28,104,0.5080126159746057
192,0,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
193,1,,,212855.8788119632,12.268370590381409,1,0,1,6570,79,1960.27,3964.88,109.06,1909.94,80,0.8726866683954685
194,2,,,30704.32847242612,10.332158916223937,0,0,1,6570,216,97.86,356.91,6.67,87.7,30,0.8487753913275977
195,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.7421287370466142
196,1,,,28114.37765090464,10.244036384642946,0,0,1,6570,12,1746.24,3639.55,58.39,1752.28,533,0.5001166968819113
197,2,,,154757.9912722651,11.949617829098946,0,0,2,1122,55,2058.84,3824.61,48.62,2103.89,112,0.8783948158104984
198,0,,,66882.84239883401,11.110697746838051,0,1,1,6570,26,2036.78,4292.74,399.37,2152.36,255,0.0
199,2,,,245409.48622139383,12.410683466670717,0,1,1,6570,92,1919.98,4849.84,339.56,1754.61,71,0.0
200,0,,,710.0,6.565264970035361,1,0,2,2880,1,250.0,250.0,250.0,250.0,6570,0.0
201,0,,,31680.869503600425,10.363468292003748,0,1,1,6570,216,101.18,352.03,12.79,83.88,30,0.6075716544083076
202,2,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.6281962185017407
203,0,,,32129.41313110977,10.377527186493657,0,0,1,6570,216,102.18,311.33,5.32,93.74,30,0.8760925185227978
204,2,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
205,0,51.548,-0.0629,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
206,0,,,31459.85634079414,10.35646761019352,1,0,1,6570,216,100.78,321.73,7.58,90.98,30,0.0
207,2,,,32988.2695054221,10.403907307721683,0,1,1,6570,216,105.75,280.51,0.04,95.1,30,0.0
208,1,,,104314.1353672495,11.555162157858286,0,1,1,6570,42,1833.35,3975.74,300.57,1722.49,152,0.6795619812684537
209,0,53.383,-1.4659,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8452197177930925
210,0,53.8119,-3.0226,30155.64056955341,10.314127268224661,0,1,1,6570,216,95.66,295.36,4.32,82.5,30,0.5166662557635
211,1,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.679049349909748
212,2,,,31224.52908752207,10.34895925361575,0,0,1,6570,216,99.77,359.0,10.65,91.26,30,0.8831802613102988
213,0,,,28864.66565284033,10.270373484294062,0,0,1,6570,216,91.99,320.47,8.9,82.72,30,0.0
214,0,51.4625,0.1075999999999999,33902.115206620525,10.431232686897557,1,1,2,4180,12,2207.46,3519.32,567.84,2382.75,531,0.0
215,2,50.7577,-1.2772333333333332,17113.917916316423,9.74764732467787,1,1,1,6570,8,1641.99,2678.48,465.37,1803.24,660,0.0
216,0,,,710.0,6.565264970035361,0,0,2,1912,1,250.0,250.0,250.0,250.0,6570,0.7110280289657254
217,0,57.4465,-7.3401,31232.812879760524,10.34922451601809,1,0,1,6570,216,100.11,274.54,5.39,91.28,30,0.7168908323906712
218,1,,,72452.61206169325,11.190688000400417,1,0,1,6570,29,1759.44,3601.72,2.37,1681.09,208,0.6868637904572058
219,1,55.5806,-1.6595333333333333,29905.128262636725,10.305785258472527,0,1,1,6570,216,97.41,252.06,6.49,88.02,30,0.5119152991207164
220,0,51.6844,-4.261566666666667,30202.44247149234,10.315678076632112,0,1,3,568,216,96.57,323.83,3.11,87.68,30,0.0
221,1,,,710.0,6.565264970035361,0,1,1,6570,1,250.0,250.0,250.0,250.0,6570,0.8015283119694128
222,0,,,710.0,6.565264970035361,0,0,1,6570,1,250.0,250.0,250.0,250.0,6570,0.0
223,2,53.386,-1.4084666666666668,23609.34932609063,10.06939807044908,0,0,1,6570,9,2193.91,4676.61,713.51,1929.07,638,0.6611676718458461
224,2,51.5156,-0.18458,93058.30005128184,11.440981457998628,0,1,1,6570,31,2178.94,3866.14,288.54,2195.24,205,0.5636973110009622
